"Dimensao","Repeticao","Configuracao","Fbest"
84,4,"Config1",15386.7543959012
84,4,"Config2",5429496.35812471
84,5,"Config1",16036.233903247
84,5,"Config2",4588429.13414381
84,6,"Config1",23167.0178024947
84,6,"Config2",4848106.29132979
84,7,"Config1",16066.9528727355
84,7,"Config2",6047041.7993908
84,8,"Config1",16554.3513742715
84,8,"Config2",6106939.60789508
84,9,"Config1",18425.916390203
84,9,"Config2",5108744.99378017
84,10,"Config1",12605.7175810199
84,10,"Config2",5876360.10169813
90,1,"Config1",19541.6215901617
90,1,"Config2",5624797.54952731
90,2,"Config1",22973.2228190772
90,2,"Config2",5867657.08720611
90,3,"Config1",15625.5980074957
90,3,"Config2",5306967.20013792
90,4,"Config1",17780.0638634266
90,4,"Config2",4946392.00213022
90,5,"Config1",25465.8537019122
90,5,"Config2",5759794.06433084
90,6,"Config1",19725.8726831111
90,6,"Config2",4809589.28915976
90,7,"Config1",19817.6468663522
90,7,"Config2",5729821.281557
90,8,"Config1",26973.0010299273
90,8,"Config2",6605992.60533829
90,9,"Config1",21433.2809096524
90,9,"Config2",6358513.45683194
90,10,"Config1",16908.2952950486
90,10,"Config2",6632322.57660269
95,1,"Config1",31691.4899118511
95,1,"Config2",6684387.76744221
95,2,"Config1",31585.8198136738
95,2,"Config2",5993399.94288493
95,3,"Config1",28321.3340763443
95,3,"Config2",5697530.34951382
95,4,"Config1",31343.8885035653
95,4,"Config2",6156733.17898043
95,5,"Config1",20158.1597608904
95,5,"Config2",5090969.98910579
95,6,"Config1",38416.2546717057
95,6,"Config2",6295472.294602
95,7,"Config1",16989.2023184684
95,7,"Config2",6552668.79041122
95,8,"Config1",26420.0890468454
95,8,"Config2",6218721.07649819
95,9,"Config1",30999.5252300782
95,9,"Config2",6278077.12301787
95,10,"Config1",33828.1847325722
95,10,"Config2",6722176.45089707
101,1,"Config1",39338.3551005485
101,1,"Config2",6416214.432242
101,2,"Config1",29861.8772622533
101,2,"Config2",6339727.80649398
101,3,"Config1",39219.17841142
101,3,"Config2",7334268.99396056
101,4,"Config1",33341.1747060191
101,4,"Config2",6517711.48730555
101,5,"Config1",34205.2721494362
101,5,"Config2",7445059.45940462
101,6,"Config1",35302.6980725792
101,6,"Config2",7546931.12783772
101,7,"Config1",43878.7895880359
101,7,"Config2",8149041.92070342
101,8,"Config1",27684.0602069482
101,8,"Config2",7771578.78167319
101,9,"Config1",31603.9211095302
101,9,"Config2",6927112.42631215
101,10,"Config1",42532.5675118028
101,10,"Config2",6793516.19541035
106,1,"Config1",37980.8084307954
106,1,"Config2",7558162.2801332
106,2,"Config1",43802.0977505274
106,2,"Config2",7298284.81703087
106,3,"Config1",43876.5600041588
106,3,"Config2",7211389.77910318
106,4,"Config1",43533.3739553488
106,4,"Config2",9005376.34011891
106,5,"Config1",45874.3557394634
106,5,"Config2",7979031.60510936
106,6,"Config1",44531.4422841839
106,6,"Config2",8022322.27899407
106,7,"Config1",56135.1821514106
106,7,"Config2",7349781.79488734
106,8,"Config1",43417.3181768458
106,8,"Config2",7095338.31672351
106,9,"Config1",58761.5790683309
106,9,"Config2",8341130.88134247
106,10,"Config1",53315.5552763801
106,10,"Config2",7341236.25917267
112,1,"Config1",43827.0542404449
112,1,"Config2",7834469.3466794
112,2,"Config1",44440.6929631324
112,2,"Config2",8267975.32283454
112,3,"Config1",53474.5428415673
112,3,"Config2",7506359.22287095
112,4,"Config1",57945.1798526435
112,4,"Config2",8799079.54203008
112,5,"Config1",43878.3296704589
112,5,"Config2",8881972.70015247
112,6,"Config1",49429.5082597699
112,6,"Config2",6772921.85403353
112,7,"Config1",52253.2636937574
112,7,"Config2",7933831.57631275
112,8,"Config1",75840.6570938862
112,8,"Config2",8656626.77938018
112,9,"Config1",45775.3342385168
112,9,"Config2",7572297.75100248
112,10,"Config1",46054.9846957645
112,10,"Config2",8915956.53344703
117,1,"Config1",60217.0283339247
117,1,"Config2",8788992.50337806
117,2,"Config1",48578.943766006
117,2,"Config2",8060154.06987838
117,3,"Config1",59836.5651361351
117,3,"Config2",8812329.38346716
117,4,"Config1",58356.8138693566
117,4,"Config2",8770282.1146158
117,5,"Config1",65365.8416926616
117,5,"Config2",8853253.50924
117,6,"Config1",62018.2157871911
117,6,"Config2",8292559.03216979
117,7,"Config1",68486.7867322796
117,7,"Config2",8759572.20216157
117,8,"Config1",53060.4004475551
117,8,"Config2",9353463.17999615
117,9,"Config1",49389.3893371408
117,9,"Config2",8302782.74504553
117,10,"Config1",55567.9161719183
117,10,"Config2",8423484.84365336
123,1,"Config1",66448.3189608507
123,1,"Config2",8518955.22117384
123,2,"Config1",66922.6418328374
123,2,"Config2",9535928.33964367
123,3,"Config1",89500.7006662826
123,3,"Config2",8124964.22475451
123,4,"Config1",96642.6329040884
123,4,"Config2",8965961.06262247
123,5,"Config1",77473.5208851063
123,5,"Config2",9663505.15739079
123,6,"Config1",94475.5074561441
123,6,"Config2",8639001.230011
123,7,"Config1",72811.8914327151
123,7,"Config2",9173842.52650324
123,8,"Config1",63946.7853146959
123,8,"Config2",9337381.32264143
123,9,"Config1",58495.2672615679
123,9,"Config2",9222005.80623947
123,10,"Config1",69684.7152635288
123,10,"Config2",9008582.86269975
128,1,"Config1",68175.7910472679
128,1,"Config2",9104458.71427368
128,2,"Config1",103090.137532602
128,2,"Config2",9776281.89833372
128,3,"Config1",85457.9920181704
128,3,"Config2",9214572.21056388
128,4,"Config1",89020.3613043247
128,4,"Config2",9159473.37006899
128,5,"Config1",70972.188878821
128,5,"Config2",9347226.61110004
128,6,"Config1",113473.533567558
128,6,"Config2",9688480.91843258
128,7,"Config1",62255.8097578053
128,7,"Config2",10525894.2145874
128,8,"Config1",98143.5782633878
128,8,"Config2",9811240.48255632
128,9,"Config1",107943.595887531
128,9,"Config2",9901010.04710593
128,10,"Config1",76597.2525240888
128,10,"Config2",9487933.330145
134,1,"Config1",100003.201549931
134,1,"Config2",10275033.6554801
134,2,"Config1",90610.1397128035
134,2,"Config2",10493002.2782728
134,3,"Config1",100397.319440134
134,3,"Config2",10178602.4049592
134,4,"Config1",118420.895669684
134,4,"Config2",9788365.45619379
134,5,"Config1",104967.238388369
134,5,"Config2",9092521.88337846
134,6,"Config1",121904.029377866
134,6,"Config2",9379064.69661703
134,7,"Config1",59190.2141562653
134,7,"Config2",10144037.843114
134,8,"Config1",105614.825506496
134,8,"Config2",11036076.097067
134,9,"Config1",91840.931862856
134,9,"Config2",9989798.86466423
134,10,"Config1",81237.9693031937
134,10,"Config2",10491822.7227679
139,1,"Config1",100086.856490584
139,1,"Config2",11313855.3431486
139,2,"Config1",117260.137289176
139,2,"Config2",10173862.0090848
139,3,"Config1",107684.132330378
139,3,"Config2",10622999.7779716
139,4,"Config1",105467.278727222
139,4,"Config2",10391821.002654
139,5,"Config1",75883.2353232484
139,5,"Config2",10677068.8617161
139,6,"Config1",126311.921775507
139,6,"Config2",10341288.752116
139,7,"Config1",107748.222064536
139,7,"Config2",10099022.7083443
139,8,"Config1",119453.267915079
139,8,"Config2",7991468.09848942
139,9,"Config1",110221.309277609
139,9,"Config2",10671594.7244097
139,10,"Config1",117990.67532356
139,10,"Config2",11040340.3405444
145,1,"Config1",111270.124440507
145,1,"Config2",10012778.9091274
145,2,"Config1",73106.7435939715
145,2,"Config2",11339509.9408397
145,3,"Config1",87051.000954958
145,3,"Config2",10590161.202068
145,4,"Config1",137979.18026439
145,4,"Config2",11142643.0440532
145,5,"Config1",142494.114571667
145,5,"Config2",11386175.8233668
145,6,"Config1",143844.005655757
145,6,"Config2",10410801.9193063
145,7,"Config1",140462.904672911
145,7,"Config2",11412952.8821159
145,8,"Config1",126050.82598577
145,8,"Config2",11358520.0974306
145,9,"Config1",116495.730161498
145,9,"Config2",11611178.4355699
145,10,"Config1",109706.337614815
145,10,"Config2",11009573.9063865
150,1,"Config1",126474.49279034
150,1,"Config2",10987772.6757785
150,2,"Config1",103978.854121739
150,2,"Config2",10291608.7605225
150,3,"Config1",101389.278472321
150,3,"Config2",11495612.5971329
150,4,"Config1",130805.599801842
150,4,"Config2",11236057.9114009
150,5,"Config1",189956.153234613
150,5,"Config2",11405707.1855706
150,6,"Config1",128778.695030202
150,6,"Config2",11497697.7625017
150,7,"Config1",150735.050643093
150,7,"Config2",11971024.8468889
150,8,"Config1",95826.2247778097
150,8,"Config2",10202781.3483593
150,9,"Config1",156720.708079715
150,9,"Config2",11573967.9553288
150,10,"Config1",145441.253653465
150,10,"Config2",10201664.5648329
